"commune";"type_ecole";"mail";"code_postal";"nom_etablissement";"departement";"adresse";"statut"
"Boulieu-lès-Annonay";"Elem";"ce.0071151n@ac-grenoble.fr";"07100";"Ecole primaire St Exupéry";"Ardèche";"Rue Du 8 Mai 1945";"Public"
"Prades";"Elem";"ce.0071254a@ac-grenoble.fr";"07380";"Ecole primaire";"Ardèche";"Le Village";"Public"
"Saint-Sauveur-de-Montagut";"Elem";"ce.0071265m@ac-grenoble.fr";"07190";"Ecole primaire les Platanes";"Ardèche";"Rue Des Ecoles";"Public"
"Guilherand-Granges";"Elem";"ce.0071267p@ac-grenoble.fr";"07500";"Ecole élémentaire le Mazet";"Ardèche";"251 Rue Anatole France";"Public"
"Chomérac";"Mater";"ce.0071271u@ac-grenoble.fr";"07210";"Ecole maternelle publique Paul Vincenzini";"Ardèche";"73 Rue De La Grande Fontaine";"Public"
"Toulaud";"Mater";"ce.0071353h@ac-grenoble.fr";"07130";"Ecole maternelle P. Escoffier";"Ardèche";"Le Village";"Public"
"Vals-les-Bains";"Elem";"ce.0071354j@ac-grenoble.fr";"07600";"Ecole élémentaire";"Ardèche";"Quai Lieutenant-Colonel Tourre";"Public"
"Baix";"Elem";"ce.0071357m@ac-grenoble.fr";"07210";"Ecole primaire";"Ardèche";"349 Avenue Des Lilas";"Public"
"Serrières";"Elem";"ce.0071382p@ac-grenoble.fr";"07340";"Ecole primaire";"Ardèche";"98 Quai Jules Roche";"Public"
"Le Béage";"Elem";"ce.0071407s@ac-grenoble.fr";"07630";"Ecole primaire";"Ardèche";"360 Avenue Des Muletiers, Le Village";"Public"
"Ucel";"Elem";"contact@ecole-larrosoir.fr";"07200";"Ecole Maternelle";"Ardèche";"30 Route De Dugradus";"Privé"
"Saint-Mamet-la-Salvetat";"Elem";"ce.0150103f@ac-clermont.fr";"15220";"Ecole élémentaire";"Cantal";"9, Rue Grange De Maziol";"Public"
"Saint-Martin-Valmeroux";"Elem";"ce.0150112r@ac-clermont.fr";"15140";"Ecole primaire";"Cantal";"2 Rue Du Pré De Mergue";"Public"
"Saint-Poncy";"Elem";"ce.0150124d@ac-clermont.fr";"15500";"Ecole élémentaire";"Cantal";"Le Bourg";"Public"
"Menet";"Elem";"ce.0150197h@ac-clermont.fr";"15400";"Ecole élémentaire";"Cantal";"Le Bourg";"Public"
"Lugarde";"Elem";"ce.0150225n@ac-clermont.fr";"15190";"Ecole élémentaire";"Cantal";"4 Rue Des Ecoles, Le Bourg";"Public"
"Lacapelle-del-Fraisse";"Elem";"ce.0150267j@ac-clermont.fr";"15120";"Ecole élémentaire";"Cantal";"3 Chemin Des Trois Arbres, Le Bourg";"Public"
"Lacapelle-Viescamp";"Elem";"ce.0150268k@ac-clermont.fr";"15150";"Ecole élémentaire";"Cantal";"Le Bourg";"Public"
"Laroquebrou";"Elem";"ce.0150278w@ac-clermont.fr";"15150";"Ecole élémentaire";"Cantal";"Rue Emile Dumas";"Public"
"Val d'Arcomie";"Elem";"ce.0150296r@ac-clermont.fr";"15320";"Ecole élémentaire";"Cantal";"Faverolles";"Public"
"Cheylade";"Elem";"ce.0150330c@ac-clermont.fr";"15400";"Ecole primaire";"Cantal";"2 Rue De La Lettre, Le Bourg";"Public"
"Cassaniouze";"Elem";"ce.0150363n@ac-clermont.fr";"15340";"Ecole élémentaire";"Cantal";"1 Des Ecoles, Le Bourg";"Public"
"Aurillac";"Elem";"ce.0150420a@ac-clermont.fr";"15000";"Ecole élémentaire des Frères Delmas";"Cantal";"7 Rue Des Frères Delmas";"Public"
"Aurillac";"Elem";"ce.0150427h@ac-clermont.fr";"15000";"Ecole élémentaire Les Alouettes";"Cantal";"Rue De La Planeze";"Public"
"Aurillac";"Mater";"ce.0150431m@ac-clermont.fr";"15000";"Ecole Jean-Baptiste Rames";"Cantal";"12 Rue Jean-Baptiste Rames";"Public"
"Raulhac";"Elem";"ce.0150440x@ac-clermont.fr";"15800";"Ecole élémentaire";"Cantal";"Le Bourg";"Public"
"Reilhac";"Elem";"ce.0150441y@ac-clermont.fr";"15250";"Ecole élémentaire";"Cantal";"Le Bourg";"Public"
"Rouffiac";"Elem";"ce.0150451j@ac-clermont.fr";"15150";"Ecole élémentaire";"Cantal";"Le Bourg";"Public"
"Saint-Flour";"Elem";"ce.0150483u@ac-clermont.fr";"15100";"Hugo-Vialatte";"Cantal";"5 Rue Des Agials";"Public"
"Talizat";"Elem";"ce.0150507v@ac-clermont.fr";"15170";"Ecole élémentaire";"Cantal";"Le Bourg";"Public"
"Valette";"Elem";"ce.0150537c@ac-clermont.fr";"15400";"Ecole élémentaire";"Cantal";"10 Rue Des Ecoliers, Le Bourg";"Public"
"Leucamp";"Elem";"ce.0150543j@ac-clermont.fr";"15120";"Ecole élémentaire";"Cantal";"Le Bourg";"Public"
"Valuéjols";"Elem";"ce.0150545l@ac-clermont.fr";"15300";"Ecole élémentaire";"Cantal";"Le Bourg";"Public"
"Vebret";"Elem";"ce.0150550s@ac-clermont.fr";"15240";"Ecole élémentaire";"Cantal";"4 Place De La Forge, Le Bourg";"Public"
"Ytrac";"Elem";"ce.0150579y@ac-clermont.fr";"15130";"Ecole élémentaire Le Bex";"Cantal";"3 Avenue Antonin Magné";"Public"
"Saint-Flour";"Elem";"ce.0150593n@ac-clermont.fr";"15106";"Ecole élémentaire privée Institution Saint Joseph";"Cantal";"3 Avenue Charles De Gaulle, Bp 102";"Privé"
"Marmanhac";"Elem";"ce.0150677e@ac-clermont.fr";"15250";"Ecole élémentaire";"Cantal";"Lasborie";"Public"
"Vic-sur-Cère";"Elem";"ce.0150678f@ac-clermont.fr";"15800";"Ecole élémentaire Etienne Labrunie";"Cantal";"Avenue De Murat Sistrières";"Public"
"Allanche";"Elem";"ce.0150687r@ac-clermont.fr";"15160";"Ecole élémentaire";"Cantal";"1 Place Du Cezallier";"Public"
"Aurillac";"Elem";"ce.0150695z@ac-clermont.fr";"15000";"Ecole élémentaire Paul Doumer";"Cantal";"2 Rue Jeanne De La Treilhe";"Public"
"Saint-Rémy-de-Chargnat";"Elem";"ce.0630796y@ac-clermont.fr";"63500";"Ecole primaire";"Puy-de-Dôme";"1 Place De La Mairie";"Public"
"Saint-Yvoine";"Elem";"ce.0630816v@ac-clermont.fr";"63500";"Ecole primaire";"Puy-de-Dôme";"Rue Des Veignauds";"Public"
"Sallèdes";"Elem";"ce.0630817w@ac-clermont.fr";"63270";"Ecole primaire";"Puy-de-Dôme";"Le Bourg";"Public"
"Sayat";"Elem";"ce.0630832m@ac-clermont.fr";"63530";"Ecole primaire Argnat";"Puy-de-Dôme";"4 Rue Des Ecoles";"Public"
"Tallende";"Elem";"ce.0630842y@ac-clermont.fr";"63450";"Ecole élémentaire";"Puy-de-Dôme";"Rue Des Ecoles";"Public"
"Valbeleix";"Elem";"ce.0630868b@ac-clermont.fr";"63610";"Ecole élémentaire";"Puy-de-Dôme";"Le Bourg";"Public"
"Vertolaye";"Elem";"ce.0630885v@ac-clermont.fr";"63480";"Ecole primaire";"Puy-de-Dôme";"Rue Des Ecoles";"Public"
"Veyre-Monton";"Mater";"ce.0630888y@ac-clermont.fr";"63960";"Ecole maternelle Les Tilleuls Monton";"Puy-de-Dôme";"4 Rue Jean Moulin";"Public"
"Surat";"Elem";"ce.0630920h@ac-clermont.fr";"63720";"Ecole primaire";"Puy-de-Dôme";"Rue De La République";"Public"
"Luzillat";"Elem";"ce.0630928s@ac-clermont.fr";"63350";"Ecole élémentaire";"Puy-de-Dôme";"Le Bourg";"Public"
"Mons";"Elem";"ce.0630934y@ac-clermont.fr";"63310";"Ecole primaire";"Puy-de-Dôme";"Le Bourg";"Public"
"Saint-Sylvestre-Pragoulin";"Elem";"ce.0630940e@ac-clermont.fr";"63310";"Ecole primaire André Saby";"Puy-de-Dôme";"Place De La Mairie";"Public"
"Gimeaux";"Elem";"ce.0630960b@ac-clermont.fr";"63200";"Ecole élémentaire";"Puy-de-Dôme";"Rue De L'Ecole";"Public"
"Vensat";"Mater";"ce.0630966h@ac-clermont.fr";"63260";"Ecole maternelle";"Puy-de-Dôme";"Chemin Saint Jean";"Public"
"Thuret";"Elem";"ce.0630968k@ac-clermont.fr";"63260";"Ecole primaire Marcel Balny";"Puy-de-Dôme";"10 Rue Des Domes";"Public"
"Artonne";"Elem";"ce.0630978w@ac-clermont.fr";"63460";"Ecole primaire Guillaume Apollinaire";"Puy-de-Dôme";"25 Grande Rue";"Public"
"Volvic";"Elem";"ce.0630982a@ac-clermont.fr";"63530";"Ecole primaire Moulet Marcenat";"Puy-de-Dôme";"4 Bis Route Coussedière, Moulet Marcenat";"Public"
"Aubière";"Elem";"ce.0631024w@ac-clermont.fr";"63170";"Ecole élémentaire Beaudonnat";"Puy-de-Dôme";"6 Rue Beaudonnat";"Public"
"Volvic";"Mater";"ce.0631028a@ac-clermont.fr";"63530";"Ecole maternelle";"Puy-de-Dôme";"2 Avenue De La Liberté";"Public"
"Clermont-Ferrand";"Elem";"ce.0631131m@ac-clermont.fr";"63100";"Ecole élémentaire Chanteranne";"Puy-de-Dôme";"131 Rue Champfleuri";"Public"
"Aigueperse";"Elem";"ce.0631200m@ac-clermont.fr";"63260";"Ecole élémentaire privée Saint Louis";"Puy-de-Dôme";"6 Rue De L'Hôpital";"Privé"
"Les Ancizes-Comps";"Elem";"ce.0631245l@ac-clermont.fr";"63770";"Ecole élémentaire";"Puy-de-Dôme";"Rue Des Ecoles";"Public"
"Olliergues";"Elem";"ce.0631254w@ac-clermont.fr";"63880";"Ecole élémentaire Louis Portebois";"Puy-de-Dôme";"7 Rue Du Collège";"Public"
"Plauzat";"Elem";"ce.0631285e@ac-clermont.fr";"63730";"Ecole primaire Marcel Gatignol";"Puy-de-Dôme";"3 Rue Du Foirail";"Public"
"Ambert";"Elem";"ce.0631292m@ac-clermont.fr";"63600";"Ecole élémentaire privée Saint Joseph";"Puy-de-Dôme";"9 Ter Avenue Emmanuel Chabrier";"Privé"
"Chambaron sur Morge";"Elem";"ce.0631306c@ac-clermont.fr";"63200";"Ecole élémentaire privée Sainte Philomène";"Puy-de-Dôme";"2 Rue Du Stade, Cellule";"Privé"
"Courpière";"Elem";"ce.0631327a@ac-clermont.fr";"63120";"Ecole élémentaire privée Institution Saint Pierre";"Puy-de-Dôme";"8 Rue Du 11 Novembre";"Privé"
"Pont-du-Château";"Elem";"ce.0631349z@ac-clermont.fr";"63430";"Ecole élémentaire privée Saint Joseph";"Puy-de-Dôme";"47 Rue Docteur Chambige";"Privé"
"Saint-Beauzire";"Elem";"ce.0631359k@ac-clermont.fr";"63360";"Ecole élémentaire privée St Joseph";"Puy-de-Dôme";"13 Rue Du Couvent";"Privé"
"Thiers";"Elem";"ce.0631369w@ac-clermont.fr";"63300";"Ecole élémentaire privée Institution Sainte Jeanne d'Arc";"Puy-de-Dôme";"11 Rue Des Docteurs Dumas";"Privé"
"Ennezat";"Elem";"ce.0631389t@ac-clermont.fr";"63720";"Ecole élémentaire";"Puy-de-Dôme";"37 Rue Du Stade";"Public"
"Cournon-d'Auvergne";"Mater";"ce.0631396a@ac-clermont.fr";"63800";"Ecole maternelle Henri Bournel";"Puy-de-Dôme";"6 Avenue De La Libération";"Public"
"Ennezat";"Mater";"ce.0631398c@ac-clermont.fr";"63720";"Ecole maternelle";"Puy-de-Dôme";"Place Etienne Clémentel";"Public"
"Châteaugay";"Elem";"ce.0631402g@ac-clermont.fr";"63119";"Ecole élémentaire";"Puy-de-Dôme";"3 Place Lucien Bayle, Bp 14";"Public"
"Thiers";"Elem";"ce.0631441z@ac-clermont.fr";"63300";"Ecole primaire Turelet";"Puy-de-Dôme";"106  Rue De La Fraternite";"Public"
"Clermont-Ferrand";"Mater";"ce.0631485x@ac-clermont.fr";"63100";"Ecole maternelle Jules Verne";"Puy-de-Dôme";"1 Bis Rue D'Aulteribe";"Public"
"Orcet";"Mater";"ce.0631486y@ac-clermont.fr";"63670";"Ecole maternelle";"Puy-de-Dôme";"Rue Alexandre Rouel";"Public"
"Cournon-d'Auvergne";"Mater";"ce.0631494g@ac-clermont.fr";"63800";"Ecole maternelle Léon Dhermain";"Puy-de-Dôme";"49 Avenue Du Livradois";"Public"
"Thiers";"Elem";"ce.0631495h@ac-clermont.fr";"63300";"Ecole primaire Emile Zola";"Puy-de-Dôme";"Rue Emile Zola";"Public"
"Riom";"Mater";"ce.0631530w@ac-clermont.fr";"63200";"Ecole maternelle Jean Rostand";"Puy-de-Dôme";"70 Rue Des Boules";"Public"
"Saint-Germain-Lembron";"Mater";"ce.0631535b@ac-clermont.fr";"63340";"Ecole maternelle";"Puy-de-Dôme";"Place Du Désert";"Public"
"Cébazat";"Elem";"ce.0631599w@ac-clermont.fr";"63118";"Ecole élémentaire Pierre et Marie Curie";"Puy-de-Dôme";"Rue Pierre Et Marie Curie";"Public"
"Issoire";"Elem";"ce.0631675d@ac-clermont.fr";"63500";"Ecole élémentaire Pré Rond";"Puy-de-Dôme";"Rue Antonin Gaillard";"Public"
"Montaigut-en-Combraille";"Elem";"ce.0631689u@ac-clermont.fr";"63700";"Ecole primaire Louise Michel";"Puy-de-Dôme";"Rue Des Capucins";"Public"
"Pont-du-Château";"Elem";"ce.0631696b@ac-clermont.fr";"63430";"Ecole élémentaire Jean Alix";"Puy-de-Dôme";"Chemin Du Moulin";"Public"
"Riom";"Elem";"ce.0631716y@ac-clermont.fr";"63200";"Ecole élémentaire privée Notre-Dame des Arts et du Sacré-Coeur";"Puy-de-Dôme";"21 Rue Victor Basch, Bp 69";"Privé"
"Issoire";"Elem";"ce.0631829w@ac-clermont.fr";"63500";"Ecole élémentaire Faubourg";"Puy-de-Dôme";"28 Rue Louis Tinayre";"Public"
"Brassac-les-Mines";"Elem";"ce.0631856a@ac-clermont.fr";"63570";"Ecole élémentaire Jean Zay";"Puy-de-Dôme";"1 Avenue Charles De Gaulle";"Public"
"Messeix";"Elem";"ce.0631881c@ac-clermont.fr";"63750";"Ecole primaire les 3 Vallées";"Puy-de-Dôme";"Route De Savennes";"Public"
"Cros";"Elem";"ecole-aventurine@riseup.net";"63810";"L'AVENTURINE";"Puy-de-Dôme";"Le Bourg";"Privé"
"Ambert";"Elem";"ce.0630120n@ac-clermont.fr";"63600";"Ecole élémentaire Henri Pourrat";"Puy-de-Dôme";"17 Rue Blaise Pascal";"Public"
"Aubière";"Elem";"ce.0630143n@ac-clermont.fr";"63170";"Ecole élémentaire Vercingétorix";"Puy-de-Dôme";"18 Rue Vercingétorix";"Public"
"Aurières";"Elem";"ce.0630156c@ac-clermont.fr";"63210";"Ecole primaire";"Puy-de-Dôme";"Le Bourg";"Public"
"Brassac-les-Mines";"Mater";"ce.0630213p@ac-clermont.fr";"63570";"Ecole maternelle Charles Noir";"Puy-de-Dôme";"1 Avenue Charles De Gaulle";"Public"
"Cébazat";"Mater";"ce.0630233l@ac-clermont.fr";"63118";"Ecole maternelle Jules Ferry";"Puy-de-Dôme";"2 Rue De Terre Blanche";"Public"
"Chauriat";"Elem";"ce.0630248c@ac-clermont.fr";"63117";"Ecole primaire La Porte du jour";"Puy-de-Dôme";"Rue Chantemerle";"Public"
"Le Cheix-sur-Morge";"Elem";"ce.0630249d@ac-clermont.fr";"63200";"Ecole élémentaire";"Puy-de-Dôme";"34 Route De Paris";"Public"
"Clermont-Ferrand";"Mater";"ce.0630295d@ac-clermont.fr";"63000";"Ecole maternelle Jean Jaurès";"Puy-de-Dôme";"14 Rue Albert Mallet";"Public"
"Clermont-Ferrand";"Mater";"ce.0630299h@ac-clermont.fr";"63100";"Ecole maternelle Paul Bert";"Puy-de-Dôme";"11  Rue De L'Oradou";"Public"
"Chambon-sur-Lac";"Elem";"ce.0630332u@ac-clermont.fr";"63790";"Ecole élémentaire de la Save";"Puy-de-Dôme";"Le Bourg";"Public"
"Corent";"Elem";"ce.0630370k@ac-clermont.fr";"63730";"Ecole primaire";"Puy-de-Dôme";"Rue De La Mairie";"Public"
"Cournon-d'Auvergne";"Elem";"ce.0630376s@ac-clermont.fr";"63800";"Ecole élémentaire Henri Bournel";"Puy-de-Dôme";"10 Avenue De La Libération";"Public"
"Dore-l'Eglise";"Elem";"ce.0630400t@ac-clermont.fr";"63220";"Ecole primaire";"Puy-de-Dôme";"11 Rue Du Pavé, Le Bourg";"Public"
"Gelles";"Elem";"ce.0630428y@ac-clermont.fr";"63740";"Ecole primaire";"Puy-de-Dôme";"Le Bourg";"Public"
"Issoire";"Mater";"ce.0630453a@ac-clermont.fr";"63500";"Ecole maternelle Centre";"Puy-de-Dôme";"Rue Du Palais";"Public"
"Job";"Elem";"ce.0630458f@ac-clermont.fr";"63990";"Ecole primaire Etienne Coste";"Puy-de-Dôme";"Le Bourg";"Public"
"Malintrat";"Elem";"ce.0630491s@ac-clermont.fr";"63510";"Ecole primaire La Motte";"Puy-de-Dôme";"6 Rue Léon Blum";"Public"
"Marcillat";"Elem";"ce.0630499a@ac-clermont.fr";"63440";"Ecole primaire";"Puy-de-Dôme";"Le Bourg";"Public"
"Menat";"Elem";"ce.0630523b@ac-clermont.fr";"63560";"Ecole primaire";"Puy-de-Dôme";"Le Bourg";"Public"
"Mur-sur-Allier";"Elem";"ce.0630534n@ac-clermont.fr";"63115";"Ecole élémentaire Aime Rudel";"Puy-de-Dôme";"93 Rue Aimé Rudel, Mezel";"Public"
"Chambaron sur Morge";"Mater";"ce.0630561t@ac-clermont.fr";"63200";"Ecole maternelle Antoine de St-Exupéry";"Puy-de-Dôme";"Place De L'Eglise";"Public"
"Murol";"Elem";"ce.0630565x@ac-clermont.fr";"63790";"Ecole élémentaire";"Puy-de-Dôme";"Rue De L'Hôtel De Ville";"Public"
"Orbeil";"Elem";"ce.0630584t@ac-clermont.fr";"63500";"Ecole primaire";"Puy-de-Dôme";"Rue Des Ecoles";"Public"
"Pionsat";"Elem";"ce.0630620g@ac-clermont.fr";"63330";"Ecole primaire";"Puy-de-Dôme";"Rue Du Général De Gaulle";"Public"
"Rochefort-Montagne";"Elem";"ce.0630658y@ac-clermont.fr";"63210";"Ecole primaire";"Puy-de-Dôme";"Rue Des Ecoles";"Public"
"Saillant";"Elem";"ce.0630672n@ac-clermont.fr";"63840";"Ecole élémentaire";"Puy-de-Dôme";"Le Bourg";"Public"
"Saint-Angel";"Elem";"ce.0630687e@ac-clermont.fr";"63410";"Ecole élémentaire";"Puy-de-Dôme";"Le Bourg";"Public"
"Saint-Dier-d'Auvergne";"Elem";"ce.0630705z@ac-clermont.fr";"63520";"Ecole primaire";"Puy-de-Dôme";"9 Rue De La Gendarmerie";"Public"
"Saint-Diéry";"Elem";"ce.0630708c@ac-clermont.fr";"63320";"Ecole primaire Cotteuges";"Puy-de-Dôme";"Cotteuges";"Public"
"Saint-Donat";"Elem";"ce.0630710e@ac-clermont.fr";"63680";"Ecole primaire";"Puy-de-Dôme";"Le Bourg";"Public"
"Saint-Flour-l'Etang";"Mater";"ce.0630723u@ac-clermont.fr";"63520";"Ecole maternelle";"Puy-de-Dôme";"Le Bourg";"Public"
"Châtel-Guyon";"Elem";"ce.0630754c@ac-clermont.fr";"63140";"Ecole primaire Saint Hippolyte";"Puy-de-Dôme";"24 Route De Volvic";"Public"
"Saint-Nectaire";"Elem";"ce.0630777c@ac-clermont.fr";"63710";"Ecole élémentaire";"Puy-de-Dôme";"Chemin Parre";"Public"
"Saint-Pardoux";"Mater";"ce.0630782h@ac-clermont.fr";"63440";"Ecole maternelle";"Puy-de-Dôme";"Le Bourg";"Public"
"Villeurbanne";"Elem";"ce.0690162b@ac-lyon.fr";"69100";"Ecole élémentaire Louis Armand";"Rhône";"3 Allée Du Lys Orangé";"Public"
"Vaulx-en-Velin";"Elem";"ce.0690164d@ac-lyon.fr";"69120";"Ecole primaire Youri Gagarine";"Rhône";"43 Rue Ernest Renan";"Public"
"Caluire-et-Cuire";"Elem";"ce.0690231b@ac-lyon.fr";"69300";"Ecole élémentaire Paul Bert";"Rhône";"25 Chemin Jean Baptiste Gilliard";"Public"
"Sainte-Foy-lès-Lyon";"Elem";"ce.0690332l@ac-lyon.fr";"69110";"Ecole primaire La Plaine";"Rhône";"2 Allée Jean Paul Ii";"Public"
"Grandris";"Elem";"ce.0690361t@ac-lyon.fr";"69870";"Ecole primaire du Bourg";"Rhône";"1 Impasse De L'Ecole";"Public"
"Saint-Bonnet-le-Troncy";"Elem";"ce.0690366y@ac-lyon.fr";"69870";"Ecole primaire";"Rhône";"Le Bourg";"Public"
"Villeurbanne";"Elem";"ce.0690373f@ac-lyon.fr";"69100";"Ecole primaire Ernest Renan B";"Rhône";"5 Rue Frédéric Faÿs";"Public"
"Villeurbanne";"Elem";"ce.0690378l@ac-lyon.fr";"69100";"Ecole primaire Lakanal";"Rhône";"37 Rue Lakanal";"Public"
"Pomeys";"Elem";"ce.0690425m@ac-lyon.fr";"69590";"Ecole élémentaire des petits pommiers";"Rhône";"44 Route De La Mathevonnière";"Public"
"Lyon 7e  Arrondissement";"Elem";"ce.0690431u@ac-lyon.fr";"69007";"Ecole élémentaire Cavenne";"Rhône";"21 Rue Cavenne";"Public"
"Bron";"Mater";"ce.0690451r@ac-lyon.fr";"69500";"Ecole maternelle Pierre Cot";"Rhône";"17 Rue Marcel Bramet";"Public"
"Condrieu";"Mater";"ce.0690457x@ac-lyon.fr";"69420";"Ecole maternelle";"Rhône";"6 Rue De La Mairie";"Public"
"Irigny";"Mater";"ce.0690481y@ac-lyon.fr";"69540";"Ecole maternelle Village";"Rhône";"6 Rue Des Ecoles";"Public"
"Grigny-sur-Rhône";"Mater";"ce.0690491j@ac-lyon.fr";"69520";"Ecole maternelle Paul Gauguin";"Rhône";"4 Rue Gabriel Cordier";"Public"
"Fleurie";"Elem";"ce.0690560j@ac-lyon.fr";"69820";"Ecole primaire privée Saint Martin des Chaffangeons";"Rhône";"Rue Des Sarments";"Privé"
"Givors";"Elem";"ce.0690561k@ac-lyon.fr";"69700";"Ecole primaire privée Saint-Thomas d'Aquin";"Rhône";"1 Rue Honoré Petetin";"Privé"
"Tassin-la-Demi-Lune";"Elem";"ce.0690750r@ac-lyon.fr";"69160";"Ecole élémentaire General Leclerc";"Rhône";"16 Avenue Du Général Leclerc";"Public"
"Yzeron";"Elem";"ce.0690756x@ac-lyon.fr";"69510";"Ecole primaire Du Ronzey";"Rhône";"369 Route De Saint Martin";"Public"
"Affoux";"Elem";"ce.0690757y@ac-lyon.fr";"69170";"Ecole primaire des grands montagnards";"Rhône";"Le Bourg";"Public"
"Vindry-sur-Turdine";"Elem";"ce.0690770m@ac-lyon.fr";"69490";"Ecole primaire Jacques Prévert";"Rhône";"Place Du Tilleul, St Loup";"Public"
"Tarare";"Elem";"ce.0690776u@ac-lyon.fr";"69170";"Ecole élémentaire Radisson";"Rhône";"6 Rue Radisson";"Public"
"Beauvallon";"Elem";"ce.0690807c@ac-lyon.fr";"69700";"Ecole primaire la Combe d'Allier";"Rhône";"114 Route Des Monts Du Lyonnais, St Jean De Touslas";"Public"
"Saint-Romain-en-Gier";"Elem";"ce.0690808d@ac-lyon.fr";"69700";"Ecole primaire Louis Pingon";"Rhône";"Place De La Mairie";"Public"
"Val d'Oingt";"Elem";"ce.0690863n@ac-lyon.fr";"69620";"Ecole élémentaire";"Rhône";"376 Rue Du 11 Novembre 1918, Le Bois D Oingt";"Public"
"Frontenas";"Elem";"ce.0690871x@ac-lyon.fr";"69620";"Ecole primaire";"Rhône";"Rue Des Ecoles";"Public"
"Sainte-Paule";"Elem";"ce.0690880g@ac-lyon.fr";"69620";"Ecole primaire";"Rhône";"153 Grande Rue";"Public"
"Theizé";"Elem";"ce.0690883k@ac-lyon.fr";"69620";"Ecole primaire Jean-Yves LARGE";"Rhône";"37 Route De Pouilly";"Public"
"Emeringes";"Elem";"ce.0690986x@ac-lyon.fr";"69840";"Ecole primaire Les Bénons";"Rhône";"Rue Les Benons";"Public"
"Deux-Grosnes";"Elem";"ce.0691011z@ac-lyon.fr";"69860";"Ecole primaire";"Rhône";"Le Bourg Ouroux";"Public"
"Cenves";"Elem";"ce.0691015d@ac-lyon.fr";"69840";"Ecole primaire";"Rhône";"Le Bourg";"Public"
"Aigueperse";"Elem";"ce.0691017f@ac-lyon.fr";"69790";"Ecole élémentaire";"Rhône";"165 Route De Matour, Le Bourg";"Public"
"Lyon 4e  Arrondissement";"Mater";"ce.0691046m@ac-lyon.fr";"69004";"Ecole maternelle Georges Lapierre";"Rhône";"2 Rue De La Fontaine";"Public"
"Lyon 3e  Arrondissement";"Mater";"ce.0691052u@ac-lyon.fr";"69003";"Ecole maternelle Jules Verne";"Rhône";"13 Rue Jules Verne";"Public"
"Lyon 3e  Arrondissement";"Mater";"ce.0691056y@ac-lyon.fr";"69003";"Ecole maternelle Anatole France";"Rhône";"15 Rue Louis";"Public"
"Lyon 3e  Arrondissement";"Mater";"ce.0691057z@ac-lyon.fr";"69003";"Ecole maternelle Rebatel";"Rhône";"21 Ter Rue Du Docteur Rebatel";"Public"
"Lyon 3e  Arrondissement";"Mater";"ce.0691062e@ac-lyon.fr";"69003";"Ecole maternelle Nové Josserand";"Rhône";"4 Impasse Roger Brechan";"Public"
"Fontaines-sur-Saône";"Elem";"ce.0691074t@ac-lyon.fr";"69270";"Ecole primaire Les Marronniers";"Rhône";"19 Rue Curie";"Public"
"Lacenas";"Elem";"ce.0691097t@ac-lyon.fr";"69640";"Ecole primaire";"Rhône";"706 Grand'Rue";"Public"
"Montmelas-Saint-Sorlin";"Elem";"ce.0691101x@ac-lyon.fr";"69640";"Ecole primaire";"Rhône";"Le Bourg";"Public"
"Tarare";"Mater";"ce.0691136k@ac-lyon.fr";"69170";"Ecole maternelle Radisson";"Rhône";"8 Rue Nicolas Sève";"Public"
"Amplepuis";"Mater";"ce.0691140p@ac-lyon.fr";"69550";"Ecole maternelle La Marelle";"Rhône";"Rue Paul De La Goutte";"Public"
"Tassin-la-Demi-Lune";"Mater";"ce.0691142s@ac-lyon.fr";"69160";"Ecole maternelle Jacques Prévert";"Rhône";"12 Avenue Leclerc";"Public"
"Lyon 9e  Arrondissement";"Mater";"ce.0691146w@ac-lyon.fr";"69009";"Ecole maternelle Maurice Carême";"Rhône";"3 Rue Du Béal";"Public"
"Lyon 9e  Arrondissement";"Mater";"ce.0691157h@ac-lyon.fr";"69009";"Ecole maternelle Chapeau Rouge";"Rhône";"45 Rue Du Chapeau Rouge";"Public"
"Lyon 9e  Arrondissement";"Mater";"ce.0691158j@ac-lyon.fr";"69009";"Ecole maternelle Audrey Hepburn";"Rhône";"5 Rue Tissot";"Public"
"Lyon 8e  Arrondissement";"Mater";"ce.0691167u@ac-lyon.fr";"69008";"Ecole maternelle Combe Blanche";"Rhône";"57 Rue Saint Maurice";"Public"
"Lyon 8e  Arrondissement";"Mater";"ce.0691171y@ac-lyon.fr";"69008";"Ecole maternelle Edouard Herriot";"Rhône";"153 Rue Bataille";"Public"
"Lyon 7e  Arrondissement";"Mater";"ce.0691177e@ac-lyon.fr";"69007";"Ecole maternelle du Rhône";"Rhône";"52 Rue Du Rhône";"Public"
"Lyon 7e  Arrondissement";"Mater";"ce.0691180h@ac-lyon.fr";"69007";"Ecole maternelle Aristide Briand";"Rhône";"36 Rue Challemel Lacour";"Public"
"Villeurbanne";"Mater";"ce.0691203h@ac-lyon.fr";"69100";"Ecole maternelle Jules Ferry";"Rhône";"5 Rue De La Baisse";"Public"
"Villeurbanne";"Mater";"ce.0691204j@ac-lyon.fr";"69100";"Ecole maternelle Berthelot";"Rhône";"6 Rue Berthelot";"Public"
"Villeurbanne";"Mater";"ce.0691205k@ac-lyon.fr";"69100";"Ecole maternelle Jean Moulin";"Rhône";"1 Rue Alfred Brinon";"Public"
