"commune";"type_ecole";"mail";"code_postal";"nom_etablissement";"departement";"adresse";"statut"
"Lons-le-Saunier";"Elem";"ce.0390555s@ac-besancon.fr";"39000";"Ecole élémentaire Paul Emile VICTOR";"Jura";"16 Rue François Bussenet";"Public"
"Messia-sur-Sorne";"Elem";"ce.0390571j@ac-besancon.fr";"39570";"Ecole primaire";"Jura";"563 Route De Lyon";"Public"
"Amange";"Elem";"ce.0390624s@ac-besancon.fr";"39700";"Ecole primaire";"Jura";"2 Rue Charles Blanc";"Public"
"Authume";"Elem";"ce.0390627v@ac-besancon.fr";"39100";"Ecole primaire";"Jura";"10 Bis Rue Des Chanois";"Public"
"Rochefort-sur-Nenon";"Elem";"ce.0390641k@ac-besancon.fr";"39700";"Ecole primaire";"Jura";"4 Rue Du Moulin";"Public"
"La Pesse";"Elem";"ce.0390651w@ac-besancon.fr";"39370";"Ecole primaire";"Jura";"Rue De L'Epicéa";"Public"
"Viry";"Elem";"ce.0390654z@ac-besancon.fr";"39360";"Ecole primaire";"Jura";"7 Rue Des Ecoles";"Public"
"Clairvaux-les-Lacs";"Elem";"ce.0390659e@ac-besancon.fr";"39130";"Ecole élémentaire";"Jura";"2 Rue Du Village Neuf";"Public"
"Charchilla";"Elem";"ce.0390679b@ac-besancon.fr";"39260";"Ecole primaire";"Jura";"1 Place Des Deportes";"Public"
"Meussia";"Elem";"ce.0390688l@ac-besancon.fr";"39260";"Ecole primaire";"Jura";"6 Place Du 8 Mai 1945";"Public"
"Morbier";"Elem";"ce.0390703c@ac-besancon.fr";"39400";"Ecole primaire";"Jura";"46 Route Blanche";"Public"
"Les Rousses";"Elem";"ce.0390715r@ac-besancon.fr";"39220";"Ecole élémentaire";"Jura";"165 Rue Des Ecoles";"Public"
"Saint-Claude";"Mater";"ce.0390724a@ac-besancon.fr";"39200";"Ecole maternelle Mouton";"Jura";"1 Cité De Mouton";"Public"
"Coteaux du Lizon";"Mater";"ce.0390728e@ac-besancon.fr";"39170";"Ecole maternelle";"Jura";"8 Rue Du Chenet";"Public"
"Lajoux";"Elem";"ce.0390767x@ac-besancon.fr";"01410";"Ecole primaire";"Jura";"28 Centre Du Village";"Public"
"Lamoura";"Elem";"ce.0390768y@ac-besancon.fr";"39310";"Ecole primaire";"Jura";"40 Route Des Selmenbergs";"Public"
"Saint-Aubin";"Elem";"contact@laurentmonnier.com";"39410";"Ecole primaire privée Laurent Monnier";"Jura";"15  Grande Rue";"Privé"
"Lons-le-Saunier";"Elem";"ce.0390935e@ac-besancon.fr";"39000";"Ecole élémentaire Jean-Jacques Rousseau";"Jura";"16 Rue Du Vignoble";"Public"
"Tavaux";"Elem";"ce.0391080m@ac-besancon.fr";"39500";"Ecole primaire Louis Pergaud";"Jura";"149 Avenue De La République";"Public"
"Thoirette-Coisia";"Elem";"ce.0391088w@ac-besancon.fr";"39240";"Ecole primaire";"Jura";"Place Des Tilleuls";"Public"
"Saint-Amour";"Elem";"ce.0391135x@ac-besancon.fr";"39160";"Ecole élémentaire Marius Picquand";"Jura";"21 Avenue Marc Descher";"Public"
"Saint-Georges-sur-Baulche";"Mater";"ce.0890046s@ac-dijon.fr";"89000";"Ecole maternelle La guillaumée";"Yonne";"Rue Du Moulin";"Public"
"Auxerre";"Mater";"ce.0890095v@ac-dijon.fr";"89000";"Ecole maternelle Renoir";"Yonne";"6 Avenue Courbet";"Public"
"Sainte-Magnance";"Elem";"ce.0890131j@ac-dijon.fr";"89420";"ECOLE ELEMENTAIRE PUBLIQUE";"Yonne";"32 Route D'Avallon";"Public"
"Thizy";"Elem";"ce.0890137r@ac-dijon.fr";"89420";"Ecole élémentaire";"Yonne";"1 Rue Des Ecoliers";"Public"
"Dannemoine";"Elem";"ce.0890185t@ac-dijon.fr";"89700";"ECOLE PRIMAIRE NADEGE JAILLARD";"Yonne";"35 Rue Bailly";"Public"
"Champigny";"Elem";"ce.0890200j@ac-dijon.fr";"89340";"ECOLE ELEMENTAIRE PUBLIQUE";"Yonne";"3 Place De La Mairie";"Public"
"Chaumont";"Elem";"ce.0890202l@ac-dijon.fr";"89340";"Ecole élémentaire Paul Bert";"Yonne";"Place Du Château";"Public"
"Noé";"Elem";"ce.0890239b@ac-dijon.fr";"89320";"Ecole élémentaire";"Yonne";"1 Place De La Mairie";"Public"
"Passy";"Elem";"ce.0890240c@ac-dijon.fr";"89510";"Ecole primaire";"Yonne";"11 Grande Rue";"Public"
"Saint-Clément";"Mater";"ce.0890245h@ac-dijon.fr";"89100";"Ecole maternelle Célestin Freinet";"Yonne";"21 Rue Jules Ferry";"Public"
"Sens";"Elem";"ce.0890253s@ac-dijon.fr";"89100";"Ecole élémentaire Les Champs d'Aloup";"Yonne";"Rue Des Champs D'Aloup";"Public"
"Sens";"Mater";"ce.0890258x@ac-dijon.fr";"89100";"Ecole maternelle Cours tarbe";"Yonne";"24 Cours Tarbe";"Public"
"Sens";"Elem";"ce.0890282y@ac-dijon.fr";"89100";"Ecole élémentaire";"Yonne";"12 Rue Rigault";"Public"
"Sens";"Elem";"ce.0890283z@ac-dijon.fr";"89100";"Groupe Scolaire de l'Ile d'Yonne";"Yonne";"2 Rue Denis Papin";"Public"
"La Chapelle-sur-Oreuse";"Elem";"ce.0890293k@ac-dijon.fr";"89260";"Ecole primaire";"Yonne";"13 Grande Rue";"Public"
"Migé";"Elem";"ce.0890303w@ac-dijon.fr";"89580";"Ecole élémentaire";"Yonne";"7 Place De La Mairie";"Public"
"Saint-Fargeau";"Elem";"ce.0890343p@ac-dijon.fr";"89170";"Ecole élémentaire Michel Lepeletier";"Yonne";"Rue Du Stade";"Public"
"Sougères-en-Puisaye";"Elem";"ce.0890357e@ac-dijon.fr";"89520";"Ecole élémentaire";"Yonne";"Rue Du Puits Neuf";"Public"
"Treigny-Perreuse-Sainte-Colombe";"Elem";"ce.0890359g@ac-dijon.fr";"89520";"ECOLE PRIMAIRE PUBLIQUE";"Yonne";"3 Rue Des Ecoles, Treigny";"Public"
"Saint-Georges-sur-Baulche";"Elem";"ce.0890451g@ac-dijon.fr";"89000";"Ecole élémentaire La guillaumée";"Yonne";"Rue Du Moulin";"Public"
"Vallan";"Elem";"ce.0890452h@ac-dijon.fr";"89580";"ECOLE PRIMAIRE PUBLIQUE";"Yonne";"5 Ter Rue De L'Abreuvoir";"Public"
"Percey";"Elem";"ce.0890483s@ac-dijon.fr";"89360";"Ecole élémentaire";"Yonne";"15 Rue Albert Joly";"Public"
"Vézelay";"Elem";"ce.0890533w@ac-dijon.fr";"89450";"Ecole primaire";"Yonne";"Rue Des Ecoles";"Public"
"Brienon-sur-Armançon";"Elem";"ce.0890537a@ac-dijon.fr";"89210";"Ecole primaire Germaine Silvy - André Gibault";"Yonne";"22 Boulevard De Lattre De Tassigny";"Public"
"Cerisiers";"Elem";"ce.0890560a@ac-dijon.fr";"89320";"Ecole primaire";"Yonne";"1 Route De Dixmont";"Public"
"Vaudeurs";"Elem";"ce.0890564e@ac-dijon.fr";"89320";"Ecole élémentaire";"Yonne";"5 Grande Rue";"Public"
"Villechétive";"Elem";"ce.0890565f@ac-dijon.fr";"89320";"Ecole élémentaire";"Yonne";"1 Avenue De La République";"Public"
"Villebougis";"Elem";"ce.0890581y@ac-dijon.fr";"89150";"Ecole primaire";"Yonne";"Grande Rue";"Public"
"Béon";"Elem";"ce.0890599t@ac-dijon.fr";"89410";"Ecole élémentaire";"Yonne";"5 Rue De La Fontaine";"Public"
"Brion";"Elem";"ce.0890601v@ac-dijon.fr";"89400";"ECOLE PRIMAIRE PUBLIQUE";"Yonne";"5 Rue Du Stade";"Public"
"Chichery";"Elem";"ce.0890608c@ac-dijon.fr";"89400";"Ecole élémentaire";"Yonne";"11 Rue Du Puits D'Hiver";"Public"
"Joigny";"Elem";"ce.0890613h@ac-dijon.fr";"89300";"Ecole élémentaire Marcel Aymé";"Yonne";"13 Rue Jacques Ferrand";"Public"
"Joigny";"Mater";"ce.0890615k@ac-dijon.fr";"89300";"Ecole maternelle Saint-André";"Yonne";"2 Rue Jacques Ferrand";"Public"
"Laroche-Saint-Cydroine";"Elem";"ce.0890621s@ac-dijon.fr";"89400";"Ecole primaire Georges Varennes";"Yonne";"Place Du 19 Mars 1962";"Public"
"Montigny-la-Resle";"Elem";"ce.0890641n@ac-dijon.fr";"89230";"Ecole primaire";"Yonne";"Place De L'Eglise";"Public"
"Varennes";"Elem";"ce.0890645t@ac-dijon.fr";"89144";"Ecole élémentaire";"Yonne";"32  Grande Rue";"Public"
"Germigny";"Elem";"ce.0890652a@ac-dijon.fr";"89600";"Ecole élémentaire";"Yonne";"6 Route De Tonnerre";"Public"
"Saint-Florentin";"Elem";"ce.0890655d@ac-dijon.fr";"89600";"Ecole élémentaire Jean Pezennec";"Yonne";"Rue Jules Lancome";"Public"
"Gurgy";"Elem";"ce.0890665p@ac-dijon.fr";"89250";"Ecole élémentaire Le Moulin";"Yonne";"2 Grande Rue, Cidex 19";"Public"
"Piffonds";"Elem";"ce.0890731l@ac-dijon.fr";"89330";"Ecole primaire";"Yonne";"88 Rue De L'Ecole";"Public"
"Valravillon";"Elem";"ce.0890747d@ac-dijon.fr";"89110";"Ecole élémentaire";"Yonne";"57  Grande Rue, Neuilly";"Public"
"Poilly-sur-Tholon";"Elem";"ce.0890749f@ac-dijon.fr";"89110";"Ecole élémentaire";"Yonne";"1  Rue Saint Germain";"Public"
"Charny Orée de Puisaye";"Elem";"ce.0890770d@ac-dijon.fr";"89120";"Ecole primaire";"Yonne";"4 Allée Cavalière";"Public"
"Sens";"Elem";"ce.0890812z@ac-dijon.fr";"89100";"Ecole primaire privée Jeanne d'Arc";"Yonne";"10 Rue Victor Guichard";"Privé"
"Avallon";"Mater";"ce.0890861c@ac-dijon.fr";"89200";"Ecole maternelle Jean de La Fontaine";"Yonne";"Rue Jean De La Fontaine";"Public"
"Villeblevin";"Elem";"ce.0890888g@ac-dijon.fr";"89340";"Ecole élémentaire Les Ecureuils";"Yonne";"44  Grande Rue";"Public"
"Pont-sur-Yonne";"Mater";"ce.0890890j@ac-dijon.fr";"89140";"Ecole maternelle Jules Ferry";"Yonne";"5 Rue Pierre Banry";"Public"
"Saint-Florentin";"Mater";"ce.0890899u@ac-dijon.fr";"89600";"Ecole maternelle Anne Frank";"Yonne";"Rue Just Meisonnasse";"Public"
"Avallon";"Elem";"ce.0890910f@ac-dijon.fr";"89200";"Ecole élémentaire Chaumes";"Yonne";"7 Rue Des Myosotis";"Public"
"Chemilly-sur-Yonne";"Elem";"ce.0890917n@ac-dijon.fr";"89250";"Ecole primaire";"Yonne";"8 Rue Colette";"Public"
"Escamps";"Elem";"ce.0890918p@ac-dijon.fr";"89240";"Ecole primaire";"Yonne";"17 Rue Des Ecoles";"Public"
"Thury";"Elem";"ce.0890920s@ac-dijon.fr";"89520";"Ecole élémentaire";"Yonne";"10 Grande Rue";"Public"
"Villeneuve-l'Archevêque";"Mater";"ce.0890924w@ac-dijon.fr";"89190";"Ecole maternelle Desnos";"Yonne";"1 Place De La Liberté";"Public"
"Héry";"Elem";"ce.0890925x@ac-dijon.fr";"89550";"ECOLE PRIMAIRE PUBLIQUE";"Yonne";"8 Ruelle Des Ouches";"Public"
"Paron";"Elem";"ce.0891063x@ac-dijon.fr";"89100";"Ecole élémentaire Calmette";"Yonne";"3 Rue Des Cerisiers";"Public"
"Dracy";"Elem";"ce.0891096h@ac-dijon.fr";"89130";"Ecole élémentaire";"Yonne";"Route De Tannerre";"Public"
"Malay-le-Grand";"Elem";"ce.0891105t@ac-dijon.fr";"89100";"Ecole primaire";"Yonne";"101 Bis Rue Victor Hugo";"Public"
"Escolives-Sainte-Camille";"Elem";"ce.0891128t@ac-dijon.fr";"89290";"Ecole primaire";"Yonne";"4 Place De La Mairie";"Public"
"Arces-Dilo";"Mater";"ce.0891129u@ac-dijon.fr";"89320";"Ecole maternelle";"Yonne";"4 Rue Des Ecoles";"Public"
"Migé";"Mater";"ce.0891162e@ac-dijon.fr";"89580";"Ecole maternelle";"Yonne";"1  Rue De L'Etang";"Public"
"Butteaux";"Mater";"ce.0891169m@ac-dijon.fr";"89360";"Ecole maternelle";"Yonne";"10  Rue Armance La Chaussee";"Public"
"Verlin";"Elem";"ce.0891184d@ac-dijon.fr";"89330";"Ecole primaire";"Yonne";"Route De Saint-Julien-Du-Sault";"Public"
"Charny Orée de Puisaye";"Elem";"ce.0891193n@ac-dijon.fr";"89120";"ECOLE PRIMAIRE PUBLIQUE";"Yonne";"2 Rue Du Docteur Gauthereau, Villefranche";"Public"
"Saint-Germain-le-Châtelet";"Elem";"ce.0900046l@ac-besancon.fr";"90110";"Ecole primaire de Saint Germain le Chatelet";"Territoire de Belfort";"21 Route Principale";"Public"
"Saint-Dizier-l'Evêque";"Elem";"ce.0900047m@ac-besancon.fr";"90100";"Ecole élémentaire";"Territoire de Belfort";"10 Rue De L'Eglise";"Public"
"Rougegoutte";"Elem";"ce.0900052t@ac-besancon.fr";"90200";"Ecole élémentaire François Rabelais";"Territoire de Belfort";"14 Rue Des Ecoles";"Public"
"Offemont";"Mater";"ce.0900070m@ac-besancon.fr";"90300";"Ecole maternelle Jean Macé";"Territoire de Belfort";"Rue Jean Macé";"Public"
"Belfort";"Mater";"ce.0900111g@ac-besancon.fr";"90000";"Ecole maternelle Saint-Exupéry";"Territoire de Belfort";"Rue De La Paix";"Public"
"Belfort";"Mater";"ce.0900123v@ac-besancon.fr";"90000";"Ecole maternelle Raymond Aubert";"Territoire de Belfort";"19 Rue De La 1Ère Armée";"Public"
"Fontaine";"Elem";"ce.0900140n@ac-besancon.fr";"90150";"Ecole élémentaire";"Territoire de Belfort";"19 Rue Du Tilleul";"Public"
"Fêche-l'Eglise";"Elem";"ce.0900168u@ac-besancon.fr";"90100";"Ecole primaire";"Territoire de Belfort";"Impasse Des Ecoles";"Public"
"Beaucourt";"Mater";"ce.0900174a@ac-besancon.fr";"90500";"Ecole maternelle Cité Borneque";"Territoire de Belfort";"1 Rue D'Artois";"Public"
"Bourogne";"Elem";"ce.0900183k@ac-besancon.fr";"90140";"Ecole Primaire Bourogne";"Territoire de Belfort";"5 Rue De La Varonne";"Public"
"Buc";"Elem";"ce.0900187p@ac-besancon.fr";"90800";"Ecole élémentaire";"Territoire de Belfort";"7 Rue Du Général De Gaulle";"Public"
"Chaux";"Elem";"ce.0900193w@ac-besancon.fr";"90330";"Ecole élémentaire G. Schouler";"Territoire de Belfort";"18 Grande Rue";"Public"
"Danjoutin";"Elem";"ce.0900257r@ac-besancon.fr";"90400";"Ecole primaire Anne Frank";"Territoire de Belfort";"6 Rue Du 21 Novembre";"Public"
"Cravanche";"Elem";"ce.0900280r@ac-besancon.fr";"90300";"Ecole primaire Jean de la Fontaine";"Territoire de Belfort";"Rue Des Commandos D'Afrique";"Public"
"Sermamagny";"Mater";"ce.0900321k@ac-besancon.fr";"90300";"Ecole maternelle";"Territoire de Belfort";"33 Grande Rue";"Public"
"Lepuix";"Elem";"ce.0900336b@ac-besancon.fr";"90200";"Ecole primaire";"Territoire de Belfort";"20 Bis Rue De L'Eglise";"Public"
"Offemont";"Mater";"ce.0900350s@ac-besancon.fr";"90300";"Ecole maternelles les Ecureuils";"Territoire de Belfort";"1 Rue Etienne Welsch";"Public"
"Evette-Salbert";"Mater";"ce.0900366j@ac-besancon.fr";"90350";"Ecole maternelle des Sources";"Territoire de Belfort";"Rue D'Evette";"Public"
"Méziré";"Mater";"ce.0900374t@ac-besancon.fr";"90120";"Ecole maternelle";"Territoire de Belfort";"5 Rue De La Forge";"Public"
"Vétrigne";"Mater";"ce.0900448y@ac-besancon.fr";"90300";"Ecole maternelle VETRIGNE";"Territoire de Belfort";"2 Impasse Du Côteau";"Public"
"Ornans";"Elem";"ce.0251277c@ac-besancon.fr";"25290";"Ecole primaire privée Sainte Marie Saint Michel";"Doubs";"Rue Du Clos Des Haies";"Privé"
"Montbéliard";"Mater";"ce.0250689n@ac-besancon.fr";"25200";"Ecole maternelle Gambetta";"Doubs";"Avenue Gambetta";"Public"
"Besançon";"Elem";"ecole.saintbernard@notredamesaintjean.com";"25000";"Ecole primaire privée Saint-Jean";"Doubs";"1  Rue Violet";"Privé"
"Gredisans";"Elem";"ce.0390634c@ac-besancon.fr";"39290";"Ecole primaire";"Jura";"Impasse Du Four Banal";"Public"
"Jouhe";"Elem";"ce.0390635d@ac-besancon.fr";"39100";"Ecole primaire";"Jura";"1 Place De La Mairie";"Public"
"Audincourt";"Elem";"ce.0250136m@ac-besancon.fr";"25400";"Ecole élémentaire Premiers Castors";"Doubs";"15 Rue Des Acacias";"Public"
"Gilley";"Elem";"ce.0250515z@ac-besancon.fr";"25650";"Ecole primaire";"Doubs";"8 Rue Pasteur";"Public"
"Jougne";"Elem";"ce.0250580v@ac-besancon.fr";"25370";"Groupe Scolaire";"Doubs";"4 Rue Des Ecoles";"Public"
"Métabief";"Elem";"ce.0250662j@ac-besancon.fr";"25370";"Ecole élémentaire intercommunale du Mont d'Or";"Doubs";"16 Rue Du Village";"Public"
"Neurey-en-Vaux";"Elem";"ce.0700939r@ac-besancon.fr";"70160";"ECOLE ELEMENTAIRE PUBLIQUE";"Haute-Saône";"1 Rue Jean-Baptiste Bizard";"Public"
"Belfort";"Mater";"ce.0900118p@ac-besancon.fr";"90000";"Ecole maternelle René Rucklin";"Territoire de Belfort";"1 Allée Marguerite Gentzbittel";"Public"
"Poids-de-Fiole";"Elem";"ce.0390200f@ac-besancon.fr";"39570";"Ecole primaire";"Jura";"Chemin De Pérouse";"Public"
"Crotenay";"Elem";"ce.0390289c@ac-besancon.fr";"39300";"Ecole primaire";"Jura";"Rue Du Clos De La Forge";"Public"
"Fraisans";"Elem";"ce.0390329w@ac-besancon.fr";"39700";"Ecole élémentaire";"Jura";"Rue De La Gare";"Public"
"Chapelle-Voland";"Elem";"ce.0390514x@ac-besancon.fr";"39140";"Ecole primaire";"Jura";"Grande Rue";"Public"
"Colonne";"Elem";"ce.0390596l@ac-besancon.fr";"39800";"Ecole élémentaire";"Jura";"Route De La Bresse";"Public"
"Pont-de-Poitte";"Elem";"ce.0390671t@ac-besancon.fr";"39130";"Ecole primaire de la Vallée de l'Ain";"Jura";"27 Route D'Orgelet";"Public"
"Vaux-lès-Saint-Claude";"Elem";"ce.0390731h@ac-besancon.fr";"39360";"Ecole primaire Paul Charmigney";"Jura";"470 Route De La Vallée";"Public"
"Romange";"Elem";"ce.0391220p@ac-besancon.fr";"39700";"Ecole primaire publique";"Jura";"16 Rue Du Martinet";"Public"
"La Chaumusse";"Elem";"ce.0391250x@ac-besancon.fr";"39150";"ECOLE PRIMAIRE PUBLIQUE";"Jura";"90 Impasse De La Combe";"Public"
"Navilly";"Elem";"ce.0710882y@ac-dijon.fr";"71270";"ECOLE ELEMENTAIRE";"Saône-et-Loire";"27 Route De Chalon Rd 73";"Public"
"Bragny-sur-Saône";"Elem";"ce.0710894l@ac-dijon.fr";"71350";"Ecole primaire";"Saône-et-Loire";"26 Rue De La Montée";"Public"
"Gergy";"Mater";"ce.0711278d@ac-dijon.fr";"71590";"Ecole maternelle";"Saône-et-Loire";"15 Rue De La Velle";"Public"
"Verjux";"Elem";"ce.0711371e@ac-dijon.fr";"71590";"Ecole primaire";"Saône-et-Loire";"Place De La Mairie";"Public"
"Allerey-sur-Saône";"Mater";"ce.0711593w@ac-dijon.fr";"71350";"Ecole maternelle";"Saône-et-Loire";"1 Bis Place De Verdun";"Public"
"Authoison";"Elem";"ce.0700128j@ac-besancon.fr";"70190";"POLE EDUCATIF";"Haute-Saône";"2 Rue En Chaillot";"Public"
"Auxon";"Elem";"ce.0700135s@ac-besancon.fr";"70000";"Ecole élémentaire";"Haute-Saône";"52 Rue De Grandvelle";"Public"
"Perrouse";"Elem";"ce.0700569n@ac-besancon.fr";"70190";"POLE EDUCATIF";"Haute-Saône";"Rue Du Stade";"Public"
"Vesoul";"Mater";"ce.0700738x@ac-besancon.fr";"70000";"Ecole maternelle de la Banque";"Haute-Saône";"6 Rue De La Banque";"Public"
"Vellefrie";"Mater";"ce.0701038y@ac-besancon.fr";"70240";"Ecole maternelle";"Haute-Saône";"Rue De L'Eglise";"Public"
"Gy";"Elem";"ce.0701082w@ac-besancon.fr";"70700";"POLE EDUCATIF";"Haute-Saône";"8 Rue Du Stade";"Public"
"Baume-les-Dames";"Elem";"ce.0252032y@ac-besancon.fr";"25110";"Ecole élémentaire des Monts et vallées";"Doubs";"7 Rue De Mi-Cour";"Public"
"La Roche-Morey";"Elem";"ce.0700537d@ac-besancon.fr";"70120";"POLE EDUCATIF";"Haute-Saône";"Morey A La Roche Morey";"Public"
"Soing-Cubry-Charentenay";"Elem";"ce.0700731p@ac-besancon.fr";"70130";"Ecole primaire";"Haute-Saône";"Place De La République";"Public"
"Corre";"Elem";"ce.0701086a@ac-besancon.fr";"70500";"POLE EDUCATIF";"Haute-Saône";"Rue Pierre Billecard";"Public"
"Dijon";"Mater";"ce.0210123v@ac-dijon.fr";"21000";"ECOLE MATERNELLE DARCY";"Côte-d'Or";"5  Boulevard Sevigne";"Public"
"Passenans";"Elem";"ce.0390117r@ac-besancon.fr";"39230";"Ecole primaire";"Jura";"Place De La Mairie";"Public"
"Sellières";"Elem";"ce.0390120u@ac-besancon.fr";"39230";"Ecole primaire";"Jura";"10  Route De Fangy";"Public"
"Montain";"Elem";"ce.0390134j@ac-besancon.fr";"39210";"Ecole primaire";"Jura";"65 Route De La Mairie";"Public"
"Augisey";"Elem";"ce.0390165t@ac-besancon.fr";"39270";"Ecole primaire";"Jura";"Chemin Près Bourgeois";"Public"
"Cousance";"Elem";"ce.0390172a@ac-besancon.fr";"39190";"Ecole primaire";"Jura";"4 Rue De La Gare";"Public"
"Andelot-en-Montagne";"Elem";"ce.0390272j@ac-besancon.fr";"39110";"Ecole primaire";"Jura";"3 Rue De L'Eglise";"Public"
"Petit-Noir";"Elem";"ce.0390307x@ac-besancon.fr";"39120";"Ecole primaire";"Jura";"7 Impasse Des Ecoles";"Public"
"Saint-Aubin";"Elem";"ce.0390310a@ac-besancon.fr";"39410";"Ecole primaire";"Jura";"2 Rue Séraphin Morand";"Public"
"Orchamps";"Elem";"ce.0390332z@ac-besancon.fr";"39700";"Ecole primaire";"Jura";"2 Rue Des Anciens Combattants";"Public"
"Dole";"Elem";"ce.0390352w@ac-besancon.fr";"39100";"Ecole élémentaire Simone Veil";"Jura";"3 Rue Des Fourches";"Public"
"Nevy-lès-Dole";"Mater";"ce.0390377y@ac-besancon.fr";"39380";"Ecole maternelle";"Jura";"16 Route Nationale";"Public"
"Ougney";"Elem";"ce.0390387j@ac-besancon.fr";"39350";"Ecole primaire";"Jura";"8 Rue Des Ecoles";"Public"
"Pagney";"Elem";"ce.0390388k@ac-besancon.fr";"39350";"Ecole primaire";"Jura";"19 Grande Rue";"Public"
"Montbarrey";"Elem";"ce.0390403b@ac-besancon.fr";"39380";"Ecole primaire";"Jura";"5 Rue Du Val D'Amour";"Public"
"Arsure-Arsurette";"Elem";"ce.0390410j@ac-besancon.fr";"39250";"Ecole primaire";"Jura";"Route D'Arsurette";"Public"
"Censeau";"Elem";"ce.0390413m@ac-besancon.fr";"39250";"Ecole primaire";"Jura";"10 A Rue Du Magasin";"Public"
"Foncine-le-Haut";"Elem";"ce.0390441t@ac-besancon.fr";"39460";"Ecole primaire";"Jura";"46 Grande Rue";"Public"
"Aiglepierre";"Elem";"ce.0390445x@ac-besancon.fr";"39110";"Ecole primaire";"Jura";"2 Place Des Tilleuls";"Public"
"Port-Lesney";"Elem";"ce.0390476f@ac-besancon.fr";"39600";"Ecole primaire";"Jura";"Rue Edgar Faure";"Public"
"Pleure";"Elem";"ce.0390494a@ac-besancon.fr";"39120";"Ecole primaire";"Jura";"42 Route Du Centre";"Public"
"Rahon";"Elem";"ce.0390495b@ac-besancon.fr";"39120";"Ecole primaire";"Jura";"19 Rue De L'Eglise";"Public"
"Relans";"Elem";"ce.0390522f@ac-besancon.fr";"39140";"Ecole primaire";"Jura";"28 Grande Rue";"Public"
"L'Etoile";"Elem";"ce.0390547h@ac-besancon.fr";"39570";"Ecole élémentaire";"Jura";"Rue De L'Eglise";"Public"
"Lons-le-Saunier";"Elem";"ce.0390551m@ac-besancon.fr";"39000";"Ecole primaire Françoise DOLTO";"Jura";"76 Rue Saint-Désiré";"Public"
"Les Bouchoux";"Elem";"ce.0390644n@ac-besancon.fr";"39370";"Ecole primaire";"Jura";"4 Lieu-Dit Sur La Place";"Public"
"Martigna";"Elem";"ce.0390687k@ac-besancon.fr";"39260";"Ecole primaire";"Jura";"2 Bis Rue Des Lilas";"Public"
"Saint-Claude";"Mater";"ce.0390723z@ac-besancon.fr";"39200";"Ecole maternelle Christin";"Jura";"10 Place Christin";"Public"
"Coteaux du Lizon";"Elem";"ce.0390727d@ac-besancon.fr";"39170";"Ecole élémentaire";"Jura";"2 Rue Du Curé Marquis";"Public"
"Lavancia-Epercy";"Elem";"ce.0390769z@ac-besancon.fr";"01590";"Ecole primaire";"Jura";"Rue Marcel Vincent";"Public"
"Ravilloles";"Elem";"ce.0390778j@ac-besancon.fr";"39170";"Ecole primaire";"Jura";"30 Grande Rue";"Public"
"Dole";"Elem";"ecolesaintnicolas@collegemontroland.com";"39100";"Ecole primaire privée Saint Nicolas";"Jura";"207 Avenue Maréchal Juin";"Privé"
"Clairvaux-les-Lacs";"Mater";"ce.0390896m@ac-besancon.fr";"39130";"Ecole maternelle";"Jura";"2 Rue Du Village Neuf";"Public"
"Saint-Claude";"Elem";"ce.0390901t@ac-besancon.fr";"39200";"Ecole primaire Avignonnets";"Jura";"39 Rue Henri Dunant";"Public"
"Audincourt";"Mater";"ce.0250144w@ac-besancon.fr";"25400";"Ecole maternelle Acacias";"Doubs";"17 Rue Des Acacias";"Public"
"Baume-les-Dames";"Elem";"ce.0250165u@ac-besancon.fr";"25110";"Ecole élémentaire les Terreaux";"Doubs";"4 Rue De Provence";"Public"
"Baume-les-Dames";"Elem";"ce.0250166v@ac-besancon.fr";"25110";"Ecole élémentaire du Breuil";"Doubs";"1 Avenue Leclerc";"Public"
"Besançon";"Mater";"ce.0250206n@ac-besancon.fr";"25000";"Ecole maternelle Prés de Vaux";"Doubs";"3 Chemin Du Vallon";"Public"
"Besançon";"Mater";"ce.0250261y@ac-besancon.fr";"25000";"Ecole maternelle Pierre et Marie Curie";"Doubs";"2 Rue Des Lilas";"Public"
"Besançon";"Mater";"ce.0250266d@ac-besancon.fr";"25000";"Ecole maternelle Jules Ferry";"Doubs";"7 Rue Pesty";"Public"
"Remoray-Boujeons";"Elem";"ce.0250313e@ac-besancon.fr";"25160";"Ecole primaire";"Doubs";"2 Route Du Crêt";"Public"
"Bugny";"Elem";"ce.0250329x@ac-besancon.fr";"25520";"Ecole élémentaire";"Doubs";"1  Place De L'Eglise";"Public"
"Chapelle-d'Huin";"Elem";"ce.0250349u@ac-besancon.fr";"25270";"Ecole primaire";"Doubs";"1 Place De L'Ecole";"Public"
"Charmauvillers";"Elem";"ce.0250352x@ac-besancon.fr";"25470";"Ecole primaire";"Doubs";"2 Grande Rue";"Public"
"Les Combes";"Elem";"ce.0250387k@ac-besancon.fr";"25500";"Ecole primaire";"Doubs";"L'Oree Du Bois";"Public"
"Emagny";"Mater";"ce.0250444x@ac-besancon.fr";"25170";"Ecole maternelle";"Doubs";"2 Rue De Moncley";"Public"
"Etalans";"Elem";"ce.0250448b@ac-besancon.fr";"25580";"Ecole primaire";"Doubs";"8 Rue D'Oupans";"Public"
"Fesches-le-Châtel";"Mater";"ce.0250475f@ac-besancon.fr";"25490";"Ecole maternelle";"Doubs";"2 Rue François Mitterrand";"Public"
